,Fold,Number of Molecules,r2,rmsd,bias,sdep,Model,Descriptor,Index,Train Set
0,Average,225,0.1047236725646821,0.9838719722480048,0.01656786190254101,0.9708570110588555,XGBR,Morgan,3,Acetyl-Natural
0,Average,225,0.16622686084817678,0.9037622042989506,-0.1456256918535498,0.8664121752399001,SVR,Morgan,1,Acetyl-Natural
0,Average,225,0.1960109393924135,0.8966432245229722,-0.14237479315260387,0.866638640979436,SVR,Morgan,2,Acetyl-Natural
0,Average,225,0.25190790670591473,0.8988577934739193,-0.13714467549021525,0.8791270821429888,SVR,Morgan,3,Acetyl-Natural
0,Average,225,0.22727816801544246,0.852713881606973,0.030119246894409767,0.8242255114706181,RF,Both,1,Acetyl-Natural
0,Average,225,0.27811666620122744,0.8561290396949893,0.016115727319781458,0.8345380116050979,RF,Both,2,Acetyl-Natural
0,Average,225,0.20294651663087598,0.901458667686571,-0.00912378685072085,0.8764609104511166,RF,Both,3,Acetyl-Natural
0,Average,225,0.17409820528266992,0.9187885356375387,0.00483149827170593,0.8885238964461198,XGBR,Both,1,Acetyl-Natural
0,Average,225,-0.0044284124112402125,0.940047698601029,0.013699720407820184,0.8898194197418118,XGBR,Both,2,Acetyl-Natural
0,Average,225,0.10384445844049339,0.9355872613910334,0.010087595028682532,0.9123161937097499,XGBR,Both,3,Acetyl-Natural
0,Average,225,0.23622178675585337,0.8733146378004204,-0.13553461158443678,0.8403998930309001,SVR,Both,1,Acetyl-Natural
0,Average,225,0.25576409150436813,0.8848827847298883,-0.12465754925526902,0.8610804639840252,SVR,Both,2,Acetyl-Natural
0,Average,225,0.23382517933843827,0.8984980606890322,-0.11967841424049822,0.8771428027275242,SVR,Both,3,Acetyl-Natural
