,Fold,Number of Molecules,r2,rmsd,bias,sdep,Model,Descriptor,Index,Train Set
0,Average,66,-1.0528088154657556,1.1080406936557523,0.02686500000000123,1.00863265643634,RF,RDKit,1,test_data.csv
0,Average,66,-1.043344664091723,1.13115419110998,0.040044047619048694,1.0264285066798458,RF,RDKit,2,test_data.csv
0,Average,66,-1.2021884894356756,1.1610739724056887,0.03380238095238196,1.0435025571876984,RF,RDKit,3,test_data.csv
0,Average,66,-1.615132547571281,1.297731800151272,0.06900104836055207,1.202330370663341,XGBR,RDKit,1,test_data.csv
0,Average,66,-1.615132547571281,1.297731800151272,0.06900104836055207,1.202330370663341,XGBR,RDKit,2,test_data.csv
0,Average,66,-1.615132547571281,1.297731800151272,0.06900104836055207,1.202330370663341,XGBR,RDKit,3,test_data.csv
0,Average,66,-0.5623518773478027,1.1566104302532116,-0.30561587289649406,1.007277085744313,SVR,RDKit,1,test_data.csv
0,Average,66,-0.5623518773478027,1.1566104302532116,-0.30561587289649406,1.007277085744313,SVR,RDKit,2,test_data.csv
0,Average,66,-0.5623518773478027,1.1566104302532116,-0.30561587289649406,1.007277085744313,SVR,RDKit,3,test_data.csv
0,Average,66,-0.7309393624366323,1.0971657740688943,-0.18243428571428477,1.0063128972988966,RF,Morgan,1,test_data.csv
0,Average,66,-0.7295893184344588,1.0961676840432077,-0.1901002380952373,0.9993634655187927,RF,Morgan,2,test_data.csv
0,Average,66,-0.7128154300094958,1.082339034742745,-0.17523119047618982,0.9911433539484079,RF,Morgan,3,test_data.csv
0,Average,66,-0.5407793092268224,1.0920018815693298,-0.11154325648716523,0.9961976577674001,XGBR,Morgan,1,test_data.csv
0,Average,66,-0.5407793092268224,1.0920018815693298,-0.11154325648716523,0.9961976577674001,XGBR,Morgan,2,test_data.csv
0,Average,66,-0.5407793092268224,1.0920018815693298,-0.11154325648716523,0.9961976577674001,XGBR,Morgan,3,test_data.csv
0,Average,66,-0.5194855139998491,1.1081687663709165,-0.19244183694624473,0.9854722469670895,SVR,Morgan,1,test_data.csv
0,Average,66,-0.5194855139998491,1.1081687663709165,-0.19244183694624473,0.9854722469670895,SVR,Morgan,2,test_data.csv
0,Average,66,-0.5194855139998491,1.1081687663709165,-0.19244183694624473,0.9854722469670895,SVR,Morgan,3,test_data.csv
0,Average,66,-0.9677454007974609,1.123274079896359,-0.009514761904761058,1.0159608763535233,RF,Both,1,test_data.csv
0,Average,66,-0.9790052060068067,1.1230846232642857,-0.010154285714284622,1.005796172452556,RF,Both,2,test_data.csv
0,Average,66,-0.9281763070371565,1.104935472012403,-0.024381190476189335,0.9989988912781502,RF,Both,3,test_data.csv
0,Average,66,-2.024088773448923,1.298274757034764,0.06078160190582271,1.2126994186350253,XGBR,Both,1,test_data.csv
0,Average,66,-2.024088773448923,1.298274757034764,0.06078160190582271,1.2126994186350253,XGBR,Both,2,test_data.csv
0,Average,66,-2.024088773448923,1.298274757034764,0.06078160190582271,1.2126994186350253,XGBR,Both,3,test_data.csv
0,Average,66,-0.5623522709993025,1.1566106783153676,-0.30561599393301625,1.0072773674423452,SVR,Both,1,test_data.csv
0,Average,66,-0.5623522709993025,1.1566106783153676,-0.30561599393301625,1.0072773674423452,SVR,Both,2,test_data.csv
0,Average,66,-0.5623522709993025,1.1566106783153676,-0.30561599393301625,1.0072773674423452,SVR,Both,3,test_data.csv
