ChEMBL_ID,pIC50,SMILES,natural_product
CHEMBL1085019,5.27,Cc1cc(-c2ccccc2)nnc1NCCN1CCCCC1,False
CHEMBL1085020,5.89,Cc1cc(-c2ccc(Cl)cc2)nnc1NCCN1CCCCC1,False
CHEMBL1085021,6.0,Cc1cc(-c2ccc3c(c2)OCO3)nnc1NCCN1CCCCC1,False
CHEMBL1085022,5.8,CN(C)C(=O)Nc1cccc2n1cc(-c1ccc(OC(=O)N(C)C)cc1)[n+]2C.[Cl-],False
CHEMBL1085026,5.09,COc1cccc2n1cc(-c1ccc(OC(=O)N(C)C)cc1)[n+]2C.[Cl-],False
CHEMBL1085027,5.92,CN(C)C(=O)Oc1ccc(-c2cn3c(NC=O)cccc3[n+]2C)cc1.[Cl-],False
CHEMBL1085028,6.7,CN(C)C(=O)Oc1ccc(-c2cn3c(NC(=O)c4ccccc4)cccc3[n+]2C)cc1.[Cl-],False
CHEMBL1085029,5.87,CNC(=O)Nc1cccc2n1cc(-c1ccc(OC(=O)N(C)C)cc1)[n+]2C.[Cl-],False
CHEMBL1085030,7.52,CN(CCOCCNC(=S)NC(=O)c1ccc2c(c1)C(=O)c1ccccc1-2)Cc1ccccc1,False
CHEMBL1085031,8.22,CN(CCOCCNC(=S)NC(=O)c1ccc2c(c1)C(=O)c1ccccc1C2=O)Cc1ccccc1,False
CHEMBL1085032,5.4,CN(CCOCCNC(=S)Nc1ccccn1)Cc1ccccc1,False
CHEMBL1085125,7.05,CCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CC)[C@@H]1C2,False
CHEMBL1085126,4.9,CCN1CC[C@@]2(C)c3cc(OC(=O)NC(C)(C)C)ccc3C[C@@H]12,False
CHEMBL1085127,6.81,CCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CC)[C@@H]1C2,False
CHEMBL1085128,5.88,CCN1CC[C@@]2(C)c3cc(OC(=O)NC(C)c4ccccc4)ccc3C[C@@H]12,False
CHEMBL1085129,7.68,CCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)ccoc3c2)c1,False
CHEMBL1085274,4.21,CCN1CCCC1CNc1ccc(-c2ccccc2)nn1,False
CHEMBL1085275,4.08,c1ccc(-c2ccc(NCCN3CCc4ccccc4C3)nn2)cc1,False
CHEMBL1085276,6.82,O=C1c2ccccc2CC1CC1CCN(c2ccccc2)CC1,False
CHEMBL1085277,5.36,COc1cc2c(cc1OC)CC(CC1CCN(c3ccccc3)CC1)=C2,False
CHEMBL1085278,8.17,CNC(=O)Oc1cccc(CN(C)CCCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,False
CHEMBL1085279,4.9,CN(C)C(=O)Oc1cccc(-c2cn3c(Cl)cccc3[n+]2C)c1.[Cl-],False
CHEMBL1085280,5.02,C[n+]1c(-c2ccccc2)cn2cc(C(N)=O)ccc21.[I-],False
CHEMBL1085281,4.3,COC(=O)Nc1ccc2n(c1)cc(-c1ccccc1)[n+]2C.[Cl-],False
CHEMBL1085284,5.96,COC(=O)Nc1cccc2n1cc(-c1ccc(OC(=O)N(C)C)cc1)[n+]2C.[Cl-],False
CHEMBL1085285,6.92,c1ccc(CN2CCC(CNc3n[nH]c4ccccc34)CC2)cc1,False
CHEMBL1085382,7.16,CCN1CC[C@@]2(C)c3cc(OC(=O)NCc4ccccc4)ccc3C[C@@H]12,False
CHEMBL1085383,7.03,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CCC)[C@@H]1C2,False
CHEMBL1085384,6.68,CCCCCCNC(=O)Oc1ccc2c(c1)[C@@H]1CCN(CC)[C@@H]1C2,False
CHEMBL1085385,5.97,CCCCNC(=O)Oc1ccc2c(c1)C1CCN(CC)C1C2,False
CHEMBL1085386,5.66,CCCNC(=O)Oc1ccc2c(c1)C1CCN(CC)C1C2,False
CHEMBL1085465,4.89,CCCc1cc(N2CCC=N2)ccc1C(=O)O/N=C(\N)c1ccc(C(F)(F)F)cc1,False
CHEMBL1085505,4.71,c1ccc(CCNc2ccnc(N3CCOCC3)n2)cc1,False
CHEMBL1085526,7.93,CNC(=O)Oc1cccc(CN(C)CCCCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,False
CHEMBL1085527,7.66,CNC(=O)Oc1cccc(CN(C)CCCCCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,False
CHEMBL1085629,6.6,CCN1CCC2c3cc(OC(=O)NC)ccc3CC21,False
CHEMBL1085630,6.2,CCCCCCCNC(=O)Oc1ccc2c(c1)C1CCN(CCC)C1C2,False
CHEMBL1085702,8.83,Nc1ccc2c(c1)c(-c1ccccc1)[n+](CCCNCCCNCCCNc1c3c(nc4ccccc14)CCCC3)c1cc(N)ccc21.[Cl-],False
CHEMBL1085703,6.05,COc1ccccc1CN(C)CCCN(C)CCCNCCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[Cl-],False
CHEMBL1085758,4.9,CN(C)C(=O)Oc1ccc(-c2cn3c(Cl)cccc3[n+]2C)cc1.[Cl-],False
CHEMBL1085759,5.89,Cc1cccc2n1cc(-c1ccc(OC(=O)N(C)C)cc1)[n+]2C.[Cl-],False
CHEMBL1085780,5.06,c1ccc(CNc2ccnc(N3CCCC3)n2)cc1,False
CHEMBL1085781,4.85,c1ccc(CNc2ccnc(N3CCOCC3)n2)cc1,False
CHEMBL1085858,7.17,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CCN2c1ccccc1,False
CHEMBL1085932,9.28,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2cc(O)c(O)c(O)c2)C3=O)c1,False
CHEMBL1085933,8.68,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2ccc4ccccc4c2)C3=O)c1,False
CHEMBL1085938,8.74,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)C/C(=C\c2cc(O)c(O)c(O)c2)C3=O)c1,False
CHEMBL1085939,8.01,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)OC/C(=C/c2cc(O)c(O)c(O)c2)C3=O)c1,False
CHEMBL1085940,8.31,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)CC/C(=C/c2cc(O)c(O)c(O)c2)C3=O)c1,False
CHEMBL1086007,8.82,O=C(CCOCCc1c[nH]c2ccccc12)NCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,False
CHEMBL1086014,4.63,c1ccc(CNc2ccnc(N3CCSCC3)n2)cc1,False
CHEMBL1086090,6.42,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@@H]1CCN(CC)[C@@H]1C2,False
CHEMBL1086184,6.0,COC(=O)c1cc2c(N)c3c(nc2nc1C)CCCC3,False
