ChEMBL_ID,pIC50,SMILES,natural_product
CHEMBL1164263,4.88,CC(C)=C[C@@H]1C[C@](O)([C@H]2CC[C@@H]3[C@@H]2CC[C@H]2[C@@]3(C)CC[C@H]3C(C)(C)C(=O)CC[C@]23C)C(=O)O1,False
CHEMBL1164299,5.56,CC(C)=C[C@@H]1C[C@](O)([C@H]2CC[C@@H]3[C@@H]2CC[C@H]2[C@@]3(C)CC[C@H]3C(C)(C)[C@@H](C(=O)c4ccccc4)CC[C@]23C)C(=O)O1,False
CHEMBL1164300,5.21,CC1(C)CC(=O)C2=C(C1)NC(c1ccccc1)=CC2c1ccc([N+](=O)[O-])cc1,False
CHEMBL1164828,5.68,COc1cccc(C(=O)O[C@H]2CC[C@]3(C)[C@H]4CC[C@H]5[C@@H](CC[C@@H]5[C@@]5(O)C[C@@H](C=C(C)C)OC5=O)[C@]4(C)CC[C@H]3C2(C)C)c1,False
CHEMBL1164873,4.9,O=C1CCCC2=C1C(c1ccc(F)cc1)C=C(c1ccccc1)N2,False
CHEMBL1164874,4.71,Cc1ccc(C2=CC(c3ccccc3)C3=C(CC(C)(C)CC3=O)N2)cc1,False
CHEMBL1164944,5.58,COc1ccc(C(=O)O[C@H]2CC[C@]3(C)[C@H]4CC[C@H]5[C@@H](CC[C@@H]5[C@@]5(O)C[C@@H](C=C(C)C)OC5=O)[C@]4(C)CC[C@H]3C2(C)C)cc1,False
CHEMBL1164945,5.71,CC(C)=C[C@@H]1C[C@](O)([C@H]2CC[C@@H]3[C@@H]2CC[C@H]2[C@@]3(C)CC[C@H]3C(C)(C)[C@@H](OC(=O)c4ccccc4[N+](=O)[O-])CC[C@]23C)C(=O)O1,False
CHEMBL1164947,5.85,CC(C)=C[C@@H]1C[C@](O)([C@H]2CC[C@@H]3[C@@H]2CC[C@H]2[C@@]3(C)CC[C@H]3C(C)(C)[C@@H](OC(=O)c4ccc([N+](=O)[O-])cc4)CC[C@]23C)C(=O)O1,False
CHEMBL1164948,5.79,CC(C)=C[C@@H]1C[C@](O)([C@H]2CC[C@@H]3[C@@H]2CC[C@H]2[C@@]3(C)CC[C@H]3C(C)(C)[C@@H](OC(=O)c4ccc([N+](=O)[O-])cc4[N+](=O)[O-])CC[C@]23C)C(=O)O1,False
CHEMBL1165682,5.33,CCOC(=O)C1=CC(c2ccc(F)cc2)C2=C(CC(C)(C)CC2=O)N1,False
CHEMBL1165715,4.84,COc1ccc(C2C=C(c3ccccc3)NC3=C2C(=O)CC(C)(C)C3)cc1,False
CHEMBL1172417,4.06,O=C(O)CN1C(=O)/C(=C/c2cccc(Oc3ccccc3)c2)SC1=S,False
CHEMBL117869,5.16,COC(=O)c1c(O)cccc1OC/C=C/c1ccc(F)c(-c2cc(C(=O)O)no2)c1,False
CHEMBL119459,4.58,N.O=P(O)(O)C(F)(F)c1ccc2ccc(C(F)(F)P(=O)(O)O)cc2c1,False
CHEMBL119693,4.54,N.O=P(O)(O)C(F)(F)c1ccc2cc(C(F)(F)P(=O)(O)O)ccc2c1,False
CHEMBL1200712,5.89,Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2c1O.[Na+].[Na+].[Na+].[Na+],False
CHEMBL1208413,7.1,COc1ccc2cc(O)c(N3CC(=O)NS3(=O)=O)cc2c1,False
CHEMBL1234135,4.7,O=C(O)C(=O)CC(=O)c1cccc(N(Cc2ccccc2)Cc2ccccc2)c1,False
CHEMBL1240534,6.66,O=C(O)C(=O)c1ccc(OCc2ccc(COc3ccc(C(=O)C(=O)O)cc3)c(C(=O)Nc3ccc(Oc4ccc(-c5ccccc5)cc4)cc3)c2)cc1,False
CHEMBL1240789,5.8,O=C(O)C(=O)c1ccc(OCc2ccc(COc3ccc(C(=O)C(=O)O)cc3)c(C(=O)Nc3ccc(Oc4ccc(SC(F)(F)F)cc4)cc3)c2)cc1,False
CHEMBL1240790,6.31,CCc1ccc(Oc2ccc(NC(=O)c3cc(COc4ccc(C(=O)C(=O)O)cc4)ccc3COc3ccc(C(=O)C(=O)O)cc3)cc2)cc1,False
CHEMBL1240791,5.92,CCCCCCc1ccc(Oc2ccc(NC(=O)c3cc(COc4ccc(C(=O)C(=O)O)cc4)ccc3COc3ccc(C(=O)C(=O)O)cc3)cc2)cc1,False
CHEMBL1240800,5.82,O=C(O)C(=O)c1ccc(OCc2ccc(COc3ccc(C(=O)C(=O)O)cc3)c(C(=O)Nc3ccc(Oc4ccccc4)cc3)c2)cc1,False
CHEMBL1241314,6.75,O=C(O)c1cccc2c1oc1ccc(-c3csc(-c4cc(Br)c(C(=O)[C@H](Cc5ccccc5)C(=O)O)c(Br)c4)n3)cc12,False
CHEMBL1241315,7.42,CCc1cc(C[C@H]2NC(=O)CN(CCCCOc3cccc(O)c3C(=O)OC)C2=O)ccc1N(C(=O)C(=O)O)c1ccccc1C(=O)O,False
CHEMBL1241469,6.26,O=C(O)/C=C/c1cccc(-c2nc(-c3ccc4oc5c(C(=O)O)cccc5c4c3)cs2)c1,False
CHEMBL1241658,5.5,Cc1nc(-c2ccc(Cl)cc2)sc1OCCc1cc(C(O)(C(=O)O)C(F)(F)F)ccc1OCc1ccccc1,False
CHEMBL1242362,7.09,O=C(O)c1cccc2c1oc1ccc(-c3csc(-c4ccc(N5CCCC5)cc4)n3)cc12,False
CHEMBL1242363,6.59,CN(C)c1ccc(-c2nc(-c3ccc4oc5c(C(=O)O)cccc5c4c3)cs2)cc1,False
CHEMBL1242457,6.73,Nc1ccc(-c2nc(-c3ccc4oc5c(C(=O)O)cccc5c4c3)cs2)cc1,False
CHEMBL1242458,6.29,Cc1ccc(-c2nc(-c3ccc4oc5c(C(=O)O)cccc5c4c3)cs2)cc1,False
CHEMBL1242552,6.7,O=C(O)c1cccc2c1oc1ccc(-c3csc(-c4ccc([N+](=O)[O-])cc4)n3)cc12,False
CHEMBL1242553,6.92,O=C(O)c1cccc2c1oc1ccc(-c3csc(-c4ccc(N5CCCCC5)cc4)n3)cc12,False
CHEMBL1242642,6.55,O=C(O)c1cccc2c1oc1ccc(-c3csc(-c4ccc(N5CCOCC5)cc4)n3)cc12,False
CHEMBL1242643,6.73,CC1CN(c2ccc(-c3nc(-c4ccc5oc6c(C(=O)O)cccc6c5c4)cs3)cc2)CC(C)O1,False
CHEMBL1242735,6.41,O=C(O)c1ccc(-c2nc(-c3ccc4oc5c(C(=O)O)cccc5c4c3)cs2)cc1,False
CHEMBL1242736,6.4,O=C(O)c1cccc2c1oc1ccc(-c3csc(-c4ccc(I)cc4)n3)cc12,False
CHEMBL1242826,6.37,O=C(O)c1cccc2c1oc1ccc(-c3csc(-c4cccc(I)c4)n3)cc12,False
CHEMBL1242827,6.21,O=C(O)/C=C/c1ccc(-c2nc(-c3ccc4oc5c(C(=O)O)cccc5c4c3)cs2)cc1,False
CHEMBL128936,4.28,O=C(O)C(=O)c1ccc(OCc2cccc(COc3ccc(C(=O)C(=O)O)cc3)c2)cc1,False
CHEMBL133541,4.96,COC(=O)c1c(O)cccc1OC/C=C/c1cccc(-c2cc(C(=O)O)no2)c1,False
CHEMBL1389174,4.85,Cc1ccc(S(=O)(=O)Nc2ccc(-c3nc4cc(NS(=O)(=O)c5ccc(C)cc5)ccc4o3)cc2)cc1,False
CHEMBL139702,4.72,C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O,False
CHEMBL140524,5.28,O=P(O)(O)C(F)(F)c1ccc(COc2cccc(OCc3ccc(C(F)(F)P(=O)(O)O)cc3)c2)cc1,False
CHEMBL140954,5.38,O=P(O)(O)C(F)(F)c1ccc(COc2ccc(OCc3ccc(C(F)(F)P(=O)(O)O)cc3)cc2)cc1,False
CHEMBL141207,4.375,COc1c(/C=C/C(=O)c2ccc(O)cc2)ccc(O)c1CC=C(C)C,False
CHEMBL1448646,4.11,O=S(=O)(Nc1ccc2oc(-c3ccccc3)nc2c1)c1ccccc1,False
CHEMBL145,5.51,O=C(O)/C=C/c1ccc(O)c(O)c1,False
CHEMBL145280,4.4,O=C(O)C(=O)CC(=O)c1cccc(Cc2ccccc2F)c1,False
CHEMBL150915,4.11,C#Cc1ccc(C(F)(F)P(=O)(O)O)cc1,False
CHEMBL151248,4.72,C#Cc1cccc(C(F)(F)P(=O)(O)O)c1,False
CHEMBL151494,4.24,CS(=O)(=O)N(c1cc(C(F)(F)P(=O)(O)O)ccc1/C=C/c1ccccc1)S(C)(=O)=O,False
CHEMBL1587605,4.19,O=S(=O)(Nc1ccc(-c2nc3ccccc3o2)cc1)c1ccccc1,False
CHEMBL1631839,5.39,CC1(C)CC[C@]2(COC(=O)CC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,False
