,Fold,Number of Molecules,r2,rmsd,bias,sdep,Model,Descriptor,Index
0,Average,66,-0.017056559851013075,1.0800986929596745,-0.034812380952380095,1.0342254579721641,RF,RDKit,1
0,Average,66,-0.04463115304420312,1.0834462248634797,0.002940238095238923,1.0264284935535413,RF,RDKit,2
0,Average,66,-0.08961936404497096,1.0893173520378527,-0.021065714285713976,1.030741287665648,RF,RDKit,3
